specialist_score,specialist_cycle,cm_true_positive,cm_false_positive,cm_false_negative,cm_true_negative,gen
0.6,score,0,10,0,15,1515
0.64,fit,0,9,0,16,1516
0.64,score,0,9,0,16,1517
0.64,fit,0,9,0,16,1518
0.64,score,0,9,0,16,1519
0.56,fit,0,11,0,14,1520
0.56,score,0,11,0,14,1521
0.64,fit,0,9,0,16,1522
0.64,score,0,9,0,16,1523
0.84,score,0,4,0,21,1524
0.76,score,0,6,0,19,1525
0.76,score,0,6,0,19,1526
0.68,fit,0,8,0,17,1527
0.68,score,0,8,0,17,1528
0.72,score,0,7,0,18,1529
0.76,score,0,6,0,19,1530
0.88,score,0,3,0,22,1531
0.72,score,0,7,0,18,1532
0.68,fit,0,8,0,17,1533
0.68,score,0,8,0,17,1534
0.52,fit,0,12,0,13,1535
0.52,score,0,12,0,13,1536
0.8,score,0,5,0,20,1537
0.6,fit,0,10,0,15,1538
0.6,score,0,10,0,15,1539
0.8,score,0,5,0,20,1540
0.72,score,0,7,0,18,1541
0.6,fit,0,10,0,15,1542
0.6,score,0,10,0,15,1543
0.76,score,0,6,0,19,1544
0.64,fit,0,9,0,16,1545
0.64,score,0,9,0,16,1546
0.64,fit,0,9,0,16,1547
0.64,score,0,9,0,16,1548
0.72,score,0,7,0,18,1549
0.68,fit,0,8,0,17,1550
0.68,score,0,8,0,17,1551
0.76,score,0,6,0,19,1552
0.64,fit,0,9,0,16,1553
0.64,score,0,9,0,16,1554
0.88,score,0,3,0,22,1555
0.64,fit,0,9,0,16,1556
0.64,score,0,9,0,16,1557
0.68,fit,0,8,0,17,1558
0.68,score,0,8,0,17,1559
0.48,fit,0,13,0,12,1560
0.48,score,0,13,0,12,1561
0.8,score,0,5,0,20,1562
0.72,score,0,7,0,18,1563
0.72,score,0,7,0,18,1564
0.8,score,0,5,0,20,1565
0.84,score,0,4,0,21,1566
0.72,score,0,7,0,18,1567
0.8,score,0,5,0,20,1568
0.52,fit,0,12,0,13,1569
0.52,score,0,12,0,13,1570
0.68,fit,0,8,0,17,1571
0.68,score,0,8,0,17,1572
0.76,score,0,6,0,19,1573
0.76,score,0,6,0,19,1574
0.6,fit,0,10,0,15,1575
0.6,score,0,10,0,15,1576
0.64,fit,0,9,0,16,1577
0.64,score,0,9,0,16,1578
0.76,score,0,6,0,19,1579
0.76,score,0,6,0,19,1580
0.72,score,0,7,0,18,1581
0.68,fit,0,8,0,17,1582
0.68,score,0,8,0,17,1583
0.6,fit,0,10,0,15,1584
0.6,score,0,10,0,15,1585
0.64,fit,0,9,0,16,1586
0.64,score,0,9,0,16,1587
0.64,fit,0,9,0,16,1588
0.64,score,0,9,0,16,1589
0.84,score,0,4,0,21,1590
0.64,fit,0,9,0,16,1591
0.64,score,0,9,0,16,1592
0.68,fit,0,8,0,17,1593
0.68,score,0,8,0,17,1594
0.76,score,0,6,0,19,1595
0.76,score,0,6,0,19,1596
0.68,fit,0,8,0,17,1597
0.68,score,0,8,0,17,1598
0.48,fit,0,13,0,12,1599
0.48,score,0,13,0,12,1600
0.68,fit,0,8,0,17,1601
0.68,score,0,8,0,17,1602
0.64,fit,0,9,0,16,1603
0.64,score,0,9,0,16,1604
0.76,score,0,6,0,19,1605
0.68,fit,0,8,0,17,1606
0.68,score,0,8,0,17,1607
0.72,score,0,7,0,18,1608
0.76,score,0,6,0,19,1609
0.6,fit,0,10,0,15,1610
0.6,score,0,10,0,15,1611
0.72,score,0,7,0,18,1612
0.52,fit,0,12,0,13,1613
0.52,score,0,12,0,13,1614
0.72,score,0,7,0,18,1615
0.84,score,0,4,0,21,1616
0.68,fit,0,8,0,17,1617
0.68,score,0,8,0,17,1618
0.68,fit,0,8,0,17,1619
0.68,score,0,8,0,17,1620
0.8,score,0,5,0,20,1621
0.68,fit,0,8,0,17,1622
0.68,score,0,8,0,17,1623
0.8,score,0,5,0,20,1624
0.76,score,0,6,0,19,1625
0.68,fit,0,8,0,17,1626
0.68,score,0,8,0,17,1627
0.84,score,0,4,0,21,1628
0.44,fit,0,14,0,11,1629
0.44,score,0,14,0,11,1630
0.72,score,0,7,0,18,1631
0.72,score,0,7,0,18,1632
0.64,fit,0,9,0,16,1633
0.64,score,0,9,0,16,1634
0.6,fit,0,10,0,15,1635
0.6,score,0,10,0,15,1636
0.64,fit,0,9,0,16,1637
0.64,score,0,9,0,16,1638
0.64,fit,0,9,0,16,1639
0.64,score,0,9,0,16,1640
0.52,fit,0,12,0,13,1641
0.52,score,0,12,0,13,1642
0.76,score,0,6,0,19,1643
0.76,score,0,6,0,19,1644
0.64,fit,0,9,0,16,1645
0.64,score,0,9,0,16,1646
0.84,score,0,4,0,21,1647
0.68,fit,0,8,0,17,1648
0.68,score,0,8,0,17,1649
0.56,fit,0,11,0,14,1650
0.56,score,0,11,0,14,1651
0.52,fit,0,12,0,13,1652
0.52,score,0,12,0,13,1653
0.64,fit,0,9,0,16,1654
0.64,score,0,9,0,16,1655
0.64,fit,0,9,0,16,1656
0.64,score,0,9,0,16,1657
0.8,score,0,5,0,20,1658
0.64,fit,0,9,0,16,1659
0.64,score,0,9,0,16,1660
0.72,score,0,7,0,18,1661
0.64,fit,0,9,0,16,1662
0.64,score,0,9,0,16,1663
0.76,score,0,6,0,19,1664
0.64,fit,0,9,0,16,1665
0.64,score,0,9,0,16,1666
0.76,score,0,6,0,19,1667
0.64,fit,0,9,0,16,1668
0.64,score,0,9,0,16,1669
0.64,fit,0,9,0,16,1670
0.64,score,0,9,0,16,1671
0.6,fit,0,10,0,15,1672
0.6,score,0,10,0,15,1673
0.6,fit,0,10,0,15,1674
0.6,score,0,10,0,15,1675
0.76,score,0,6,0,19,1676
0.8,score,0,5,0,20,1677
0.72,score,0,7,0,18,1678
0.56,fit,0,11,0,14,1679
0.56,score,0,11,0,14,1680
0.68,fit,0,8,0,17,1681
0.68,score,0,8,0,17,1682
0.68,fit,0,8,0,17,1683
0.68,score,0,8,0,17,1684
0.56,fit,0,11,0,14,1685
0.56,score,0,11,0,14,1686
0.68,fit,0,8,0,17,1687
0.68,score,0,8,0,17,1688
0.6,fit,0,10,0,15,1689
0.6,score,0,10,0,15,1690
0.72,score,0,7,0,18,1691
0.6,fit,0,10,0,15,1692
0.6,score,0,10,0,15,1693
0.84,score,0,4,0,21,1694
0.8,score,0,5,0,20,1695
0.76,score,0,6,0,19,1696
0.76,score,0,6,0,19,1697
0.8,score,0,5,0,20,1698
0.52,fit,0,12,0,13,1699
0.52,score,0,12,0,13,1700
0.76,score,0,6,0,19,1701
0.72,score,0,7,0,18,1702
0.52,fit,0,12,0,13,1703
0.52,score,0,12,0,13,1704
0.72,score,0,7,0,18,1705
0.68,fit,0,8,0,17,1706
0.68,score,0,8,0,17,1707
0.8,score,1,5,0,19,1708
0.84,score,0,4,0,21,1709
0.64,fit,0,9,0,16,1710
0.64,score,0,9,0,16,1711
0.76,score,0,6,0,19,1712
0.8,score,0,5,0,20,1713
0.72,score,1,7,0,17,1714
0.6,fit,0,10,0,15,1715
0.6,score,0,10,0,15,1716
0.72,score,0,7,0,18,1717
0.72,score,0,7,0,18,1718
0.84,score,0,4,0,21,1719
0.72,score,0,7,0,18,1720
0.72,score,0,7,0,18,1721
0.8,score,0,5,0,20,1722
0.8,score,0,5,0,20,1723
0.56,fit,0,11,0,14,1724
0.56,score,0,11,0,14,1725
0.72,score,0,7,0,18,1726
0.72,score,0,7,0,18,1727
0.52,fit,0,12,0,13,1728
0.52,score,0,12,0,13,1729
0.76,score,0,6,0,19,1730
0.8,score,0,5,0,20,1731
0.76,score,0,6,0,19,1732
0.76,score,0,6,0,19,1733
0.76,score,0,6,0,19,1734
0.76,score,0,6,0,19,1735
0.84,score,0,4,0,21,1736
0.68,fit,0,8,0,17,1737
0.68,score,0,8,0,17,1738
0.72,score,0,7,0,18,1739
0.68,fit,0,8,0,17,1740
0.68,score,0,8,0,17,1741
0.64,fit,0,9,0,16,1742
0.64,score,0,9,0,16,1743
0.64,fit,0,9,0,16,1744
0.64,score,0,9,0,16,1745
0.68,fit,0,8,0,17,1746
0.68,score,0,8,0,17,1747
0.68,fit,0,8,0,17,1748
0.68,score,0,8,0,17,1749
0.72,score,0,7,0,18,1750
0.8,score,0,5,0,20,1751
0.64,fit,0,9,0,16,1752
0.64,score,0,9,0,16,1753
0.72,score,0,7,0,18,1754
0.56,fit,0,11,0,14,1755
0.56,score,0,11,0,14,1756
0.68,fit,0,8,0,17,1757
0.68,score,0,8,0,17,1758
0.72,score,0,7,0,18,1759
0.68,fit,0,8,0,17,1760
0.68,score,0,8,0,17,1761
0.72,score,0,7,0,18,1762
0.6,fit,0,10,0,15,1763
0.6,score,0,10,0,15,1764
0.6,fit,0,10,0,15,1765
0.6,score,0,10,0,15,1766
0.48,fit,0,13,0,12,1767
0.48,score,0,13,0,12,1768
0.76,score,0,6,0,19,1769
0.56,fit,0,11,0,14,1770
0.56,score,0,11,0,14,1771
0.76,score,0,6,0,19,1772
0.6,fit,0,10,0,15,1773
0.6,score,0,10,0,15,1774
0.88,score,0,3,0,22,1775
0.76,score,0,6,0,19,1776
0.8,score,0,5,0,20,1777
0.68,fit,0,8,0,17,1778
0.68,score,0,8,0,17,1779
0.72,score,0,7,0,18,1780
0.68,fit,0,8,0,17,1781
0.68,score,0,8,0,17,1782
0.52,fit,0,12,0,13,1783
0.52,score,0,12,0,13,1784
0.68,fit,0,8,0,17,1785
0.68,score,0,8,0,17,1786
0.56,fit,0,11,0,14,1787
0.56,score,0,11,0,14,1788
0.72,score,0,7,0,18,1789
0.72,score,0,7,0,18,1790
0.56,fit,0,11,0,14,1791
0.56,score,0,11,0,14,1792
0.76,score,0,6,0,19,1793
0.6,fit,0,10,0,15,1794
0.6,score,0,10,0,15,1795
0.68,fit,0,8,0,17,1796
0.68,score,0,8,0,17,1797
0.8,score,0,5,0,20,1798
0.68,fit,0,8,0,17,1799
0.68,score,0,8,0,17,1800
0.72,score,0,7,0,18,1801
0.84,score,0,4,0,21,1802
0.76,score,0,6,0,19,1803
0.72,score,0,7,0,18,1804
0.64,fit,0,9,0,16,1805
0.64,score,0,9,0,16,1806
0.68,fit,0,8,0,17,1807
0.68,score,0,8,0,17,1808
0.48,fit,0,13,0,12,1809
0.48,score,0,13,0,12,1810
0.8,score,0,5,0,20,1811
0.72,score,0,7,0,18,1812
0.76,score,0,6,0,19,1813
0.48,fit,0,13,0,12,1814
0.48,score,0,13,0,12,1815
0.84,score,0,4,0,21,1816
0.8,score,0,5,0,20,1817
0.88,score,0,3,0,22,1818
0.64,fit,0,9,0,16,1819
0.64,score,0,9,0,16,1820
0.84,score,0,4,0,21,1821
0.64,fit,0,9,0,16,1822
0.64,score,0,9,0,16,1823
0.68,fit,0,8,0,17,1824
0.68,score,0,8,0,17,1825
0.72,score,0,7,0,18,1826
0.6,fit,0,10,0,15,1827
0.6,score,0,10,0,15,1828
0.8,score,0,5,0,20,1829
0.84,score,0,4,0,21,1830
0.64,fit,0,9,0,16,1831
0.64,score,0,9,0,16,1832
0.68,fit,0,8,0,17,1833
0.68,score,0,8,0,17,1834
0.88,score,0,3,0,22,1835
0.6,fit,0,10,0,15,1836
0.6,score,0,10,0,15,1837
0.76,score,0,6,0,19,1838
0.68,fit,0,8,0,17,1839
0.68,score,0,8,0,17,1840
0.72,score,0,7,0,18,1841
0.6,fit,0,10,0,15,1842
0.6,score,0,10,0,15,1843
0.68,fit,0,8,0,17,1844
0.68,score,0,8,0,17,1845
0.84,score,0,4,0,21,1846
0.72,score,0,7,0,18,1847
0.76,score,0,6,0,19,1848
0.72,score,0,7,0,18,1849
0.64,fit,0,9,0,16,1850
0.64,score,0,9,0,16,1851
0.56,fit,0,11,0,14,1852
0.56,score,0,11,0,14,1853
0.6,fit,0,10,0,15,1854
0.6,score,0,10,0,15,1855
0.8,score,0,5,0,20,1856
0.76,score,0,6,0,19,1857
0.72,score,0,7,0,18,1858
0.72,score,0,7,0,18,1859
0.76,score,0,6,0,19,1860
0.76,score,0,6,0,19,1861
0.64,fit,0,9,0,16,1862
0.64,score,0,9,0,16,1863
0.76,score,0,6,0,19,1864
0.64,fit,0,9,0,16,1865
0.64,score,0,9,0,16,1866
0.68,fit,0,8,0,17,1867
0.68,score,0,8,0,17,1868
0.64,fit,0,9,0,16,1869
0.64,score,0,9,0,16,1870
0.72,score,0,7,0,18,1871
0.68,fit,0,8,0,17,1872
0.68,score,0,8,0,17,1873
0.72,score,0,7,0,18,1874
0.72,score,0,7,0,18,1875
0.84,score,0,4,0,21,1876
0.48,fit,0,13,0,12,1877
0.48,score,0,13,0,12,1878
0.84,score,0,4,0,21,1879
0.92,score,0,2,0,23,1880
0.76,score,0,6,0,19,1881
0.72,score,0,7,0,18,1882
0.68,fit,0,8,0,17,1883
0.68,score,0,8,0,17,1884
0.68,fit,0,8,0,17,1885
0.68,score,0,8,0,17,1886
0.84,score,0,4,0,21,1887
0.68,fit,0,8,0,17,1888
0.68,score,0,8,0,17,1889
0.8,score,0,5,0,20,1890
0.72,score,0,7,0,18,1891
0.84,score,0,4,0,21,1892
0.6,fit,0,10,0,15,1893
0.6,score,0,10,0,15,1894
0.76,score,0,6,0,19,1895
0.64,fit,0,9,0,16,1896
0.64,score,0,9,0,16,1897
0.76,score,0,6,0,19,1898
0.72,score,0,7,0,18,1899
0.76,score,0,6,0,19,1900
0.56,fit,0,11,0,14,1901
0.56,score,0,11,0,14,1902
0.92,score,0,2,0,23,1903
0.64,fit,0,9,0,16,1904
0.64,score,0,9,0,16,1905
0.8,score,0,5,0,20,1906
0.68,fit,0,8,0,17,1907
0.68,score,0,8,0,17,1908
0.8,score,0,5,0,20,1909
0.64,fit,0,9,0,16,1910
0.64,score,0,9,0,16,1911
0.76,score,0,6,0,19,1912
0.68,fit,0,8,0,17,1913
0.68,score,0,8,0,17,1914
0.56,fit,0,11,0,14,1915
0.56,score,0,11,0,14,1916
0.76,score,0,6,0,19,1917
0.56,fit,0,11,0,14,1918
0.56,score,0,11,0,14,1919
0.6,fit,0,10,0,15,1920
0.6,score,0,10,0,15,1921
0.8,score,0,5,0,20,1922
0.72,score,0,7,0,18,1923
0.76,score,0,6,0,19,1924
0.72,score,0,7,0,18,1925
0.64,fit,0,9,0,16,1926
0.64,score,0,9,0,16,1927
0.8,score,0,5,0,20,1928
0.76,score,0,6,0,19,1929
0.64,fit,0,9,0,16,1930
0.64,score,0,9,0,16,1931
0.64,fit,0,9,0,16,1932
0.64,score,0,9,0,16,1933
0.8,score,0,5,0,20,1934
0.72,score,0,7,0,18,1935
0.64,fit,0,9,0,16,1936
0.64,score,0,9,0,16,1937
0.56,fit,0,11,0,14,1938
0.56,score,0,11,0,14,1939
0.8,score,0,5,0,20,1940
0.72,score,0,7,0,18,1941
0.84,score,0,4,0,21,1942
0.64,fit,0,9,0,16,1943
0.64,score,0,9,0,16,1944
0.76,score,0,6,0,19,1945
0.68,fit,0,8,0,17,1946
0.68,score,0,8,0,17,1947
0.84,score,0,4,0,21,1948
0.68,fit,0,8,0,17,1949
0.68,score,0,8,0,17,1950
0.68,fit,0,8,0,17,1951
0.68,score,0,8,0,17,1952
0.76,score,0,6,0,19,1953
0.72,score,0,7,0,18,1954
0.68,fit,0,8,0,17,1955
0.68,score,0,8,0,17,1956
0.72,score,0,7,0,18,1957
0.64,fit,0,9,0,16,1958
0.64,score,0,9,0,16,1959
0.68,fit,0,8,0,17,1960
0.68,score,0,8,0,17,1961
0.72,score,0,7,0,18,1962
0.56,fit,0,11,0,14,1963
0.56,score,0,11,0,14,1964
0.72,score,0,7,0,18,1965
0.68,fit,0,8,0,17,1966
0.68,score,0,8,0,17,1967
0.76,score,0,6,0,19,1968
0.64,fit,0,9,0,16,1969
0.64,score,0,9,0,16,1970
0.72,score,0,7,0,18,1971
0.68,fit,0,8,0,17,1972
0.68,score,0,8,0,17,1973
0.88,score,0,3,0,22,1974
0.6,fit,0,10,0,15,1975
0.6,score,0,10,0,15,1976
0.72,score,0,7,0,18,1977
0.72,score,0,7,0,18,1978
0.72,score,0,7,0,18,1979
0.72,score,0,7,0,18,1980
0.72,score,0,7,0,18,1981
0.64,fit,0,9,0,16,1982
0.64,score,0,9,0,16,1983
0.56,fit,0,11,0,14,1984
0.56,score,0,11,0,14,1985
0.6,fit,0,10,0,15,1986
0.6,score,0,10,0,15,1987
0.96,score,0,1,0,24,1988
0.84,score,0,4,0,21,1989
0.8,score,0,5,0,20,1990
0.88,score,0,3,0,22,1991
0.64,fit,0,9,0,16,1992
0.64,score,0,9,0,16,1993
0.72,score,0,7,0,18,1994
0.68,fit,0,8,0,17,1995
0.68,score,0,8,0,17,1996
0.68,fit,0,8,0,17,1997
0.68,score,0,8,0,17,1998
0.72,score,0,7,0,18,1999
0.8,score,0,5,0,20,2000
0.76,score,1,6,0,18,2001
0.68,fit,0,8,0,17,2002
0.68,score,0,8,0,17,2003
0.68,fit,0,8,0,17,2004
0.68,score,0,8,0,17,2005
0.76,score,0,6,0,19,2006
0.56,fit,0,11,0,14,2007
0.56,score,0,11,0,14,2008
0.76,score,0,6,0,19,2009
0.8,score,0,5,0,20,2010
0.68,fit,0,8,0,17,2011
0.68,score,0,8,0,17,2012
0.84,score,0,4,0,21,2013
0.72,score,0,7,0,18,2014
0.64,fit,0,9,0,16,2015
0.64,score,0,9,0,16,2016
0.8,score,0,5,0,20,2017
0.6,fit,0,10,0,15,2018
0.6,score,0,10,0,15,2019
0.64,fit,0,9,0,16,2020
0.64,score,0,9,0,16,2021
0.48,fit,0,13,0,12,2022
0.48,score,0,13,0,12,2023
0.76,score,0,6,0,19,2024
0.72,score,0,7,0,18,2025
0.68,fit,0,8,0,17,2026
0.68,score,0,8,0,17,2027
0.72,score,0,7,0,18,2028
0.8,score,0,5,0,20,2029
0.72,score,0,7,0,18,2030
0.68,fit,0,8,0,17,2031
0.68,score,0,8,0,17,2032
0.76,score,0,6,0,19,2033
0.6,fit,1,10,0,14,2034
0.6,score,1,10,0,14,2035
0.84,score,0,4,0,21,2036
0.84,score,0,4,0,21,2037
0.72,score,0,7,0,18,2038
0.76,score,0,6,0,19,2039
0.8,score,0,5,0,20,2040
0.68,fit,0,8,0,17,2041
0.68,score,0,8,0,17,2042
0.64,fit,0,9,0,16,2043
0.64,score,0,9,0,16,2044
0.68,fit,1,8,0,16,2045
0.68,score,1,8,0,16,2046
0.32,fit,0,17,0,8,2047
0.32,score,0,17,0,8,2048
0.72,score,0,7,0,18,2049
0.72,score,0,7,0,18,2050
0.84,score,0,4,0,21,2051
0.72,score,0,7,0,18,2052
0.64,fit,0,9,0,16,2053
0.64,score,0,9,0,16,2054
0.72,score,0,7,0,18,2055
0.8,score,0,5,0,20,2056
0.72,score,0,7,0,18,2057
0.8,score,0,5,0,20,2058
0.68,fit,0,8,0,17,2059
0.68,score,0,8,0,17,2060
0.68,fit,0,8,0,17,2061
0.68,score,0,8,0,17,2062
0.56,fit,0,11,0,14,2063
0.56,score,0,11,0,14,2064
0.56,fit,0,11,0,14,2065
0.56,score,0,11,0,14,2066
0.68,fit,0,8,0,17,2067
0.68,score,0,8,0,17,2068
0.64,fit,0,9,0,16,2069
0.64,score,0,9,0,16,2070
0.64,fit,0,9,0,16,2071
0.64,score,0,9,0,16,2072
0.92,score,0,2,0,23,2073
0.68,fit,0,8,0,17,2074
0.68,score,0,8,0,17,2075
0.6,fit,0,10,0,15,2076
0.6,score,0,10,0,15,2077
0.8,score,0,5,0,20,2078
0.6,fit,0,10,0,15,2079
0.6,score,0,10,0,15,2080
0.84,score,0,4,0,21,2081
0.8,score,0,5,0,20,2082
0.84,score,0,4,0,21,2083
0.68,fit,0,8,0,17,2084
0.68,score,0,8,0,17,2085
0.76,score,0,6,0,19,2086
0.8,score,0,5,0,20,2087
0.68,fit,0,8,0,17,2088
0.68,score,0,8,0,17,2089
0.72,score,0,7,0,18,2090
0.8,score,0,5,0,20,2091
0.72,score,0,7,0,18,2092
0.8,score,0,5,0,20,2093
0.8,score,0,5,0,20,2094
0.84,score,0,4,0,21,2095
0.68,fit,0,8,0,17,2096
0.68,score,0,8,0,17,2097
0.56,fit,0,11,0,14,2098
0.56,score,0,11,0,14,2099
0.68,fit,0,8,0,17,2100
0.68,score,0,8,0,17,2101
0.6,fit,0,10,0,15,2102
0.6,score,0,10,0,15,2103
0.72,score,0,7,0,18,2104
0.72,score,0,7,0,18,2105
0.6,fit,0,10,0,15,2106
0.6,score,0,10,0,15,2107
0.56,fit,0,11,0,14,2108
0.56,score,0,11,0,14,2109
0.92,score,0,2,0,23,2110
0.8,score,0,5,0,20,2111
0.72,score,0,7,0,18,2112
0.76,score,0,6,0,19,2113
0.84,score,0,4,0,21,2114
0.68,fit,0,8,0,17,2115
0.68,score,0,8,0,17,2116
0.64,fit,0,9,0,16,2117
0.64,score,0,9,0,16,2118
0.56,fit,0,11,0,14,2119
0.56,score,0,11,0,14,2120
0.68,fit,0,8,0,17,2121
0.68,score,0,8,0,17,2122
0.8,score,0,5,0,20,2123
0.76,score,0,6,0,19,2124
0.68,fit,0,8,0,17,2125
0.68,score,0,8,0,17,2126
0.68,fit,0,8,0,17,2127
0.68,score,0,8,0,17,2128
0.68,fit,0,8,0,17,2129
0.68,score,0,8,0,17,2130
0.56,fit,0,11,0,14,2131
0.56,score,0,11,0,14,2132
0.72,score,0,7,0,18,2133
0.84,score,0,4,0,21,2134
0.76,score,0,6,0,19,2135
0.64,fit,0,9,0,16,2136
0.64,score,0,9,0,16,2137
0.64,fit,0,9,0,16,2138
0.64,score,0,9,0,16,2139
0.6,fit,0,10,0,15,2140
0.6,score,0,10,0,15,2141
0.68,fit,0,8,0,17,2142
0.68,score,0,8,0,17,2143
0.6,fit,0,10,0,15,2144
0.6,score,0,10,0,15,2145
0.72,score,0,7,0,18,2146
0.76,score,0,6,0,19,2147
0.72,score,0,7,0,18,2148
0.68,fit,0,8,0,17,2149
0.68,score,0,8,0,17,2150
0.76,score,0,6,0,19,2151
0.52,fit,0,12,0,13,2152
0.52,score,0,12,0,13,2153
0.76,score,0,6,0,19,2154
0.76,score,0,6,0,19,2155
0.68,fit,0,8,0,17,2156
0.68,score,0,8,0,17,2157
0.72,score,0,7,0,18,2158
0.56,fit,0,11,0,14,2159
0.56,score,0,11,0,14,2160
0.8,score,0,5,0,20,2161
0.72,score,0,7,0,18,2162
0.76,score,0,6,0,19,2163
0.68,fit,0,8,0,17,2164
0.68,score,0,8,0,17,2165
0.8,score,0,5,0,20,2166
0.84,score,0,4,0,21,2167
0.76,score,0,6,0,19,2168
0.76,score,0,6,0,19,2169
0.76,score,0,6,0,19,2170
0.6,fit,0,10,0,15,2171
0.6,score,0,10,0,15,2172
0.6,fit,0,10,0,15,2173
0.6,score,0,10,0,15,2174
0.76,score,0,6,0,19,2175
0.64,fit,0,9,0,16,2176
0.64,score,0,9,0,16,2177
0.84,score,0,4,0,21,2178
0.6,fit,0,10,0,15,2179
0.6,score,0,10,0,15,2180
0.84,score,0,4,0,21,2181
0.68,fit,0,8,0,17,2182
0.68,score,0,8,0,17,2183
0.68,fit,0,8,0,17,2184
0.68,score,0,8,0,17,2185
0.56,fit,0,11,0,14,2186
0.56,score,0,11,0,14,2187
0.64,fit,0,9,0,16,2188
0.64,score,0,9,0,16,2189
0.8,score,0,5,0,20,2190
0.84,score,0,4,0,21,2191
0.64,fit,0,9,0,16,2192
0.64,score,0,9,0,16,2193
0.8,score,0,5,0,20,2194
0.68,fit,0,8,0,17,2195
0.68,score,0,8,0,17,2196
0.76,score,0,6,0,19,2197
0.64,fit,0,9,0,16,2198
0.64,score,0,9,0,16,2199
0.72,score,0,7,0,18,2200
0.6,fit,0,10,0,15,2201
0.6,score,0,10,0,15,2202
0.76,score,0,6,0,19,2203
0.8,score,0,5,0,20,2204
0.8,score,0,5,0,20,2205
0.56,fit,0,11,0,14,2206
0.56,score,0,11,0,14,2207
0.8,score,0,5,0,20,2208
0.8,score,0,5,0,20,2209
0.56,fit,0,11,0,14,2210
0.56,score,0,11,0,14,2211
0.96,score,0,1,0,24,2212
0.64,fit,0,9,0,16,2213
0.64,score,0,9,0,16,2214
0.72,score,0,7,0,18,2215
0.68,fit,0,8,0,17,2216
0.68,score,0,8,0,17,2217
0.72,score,0,7,0,18,2218
0.8,score,0,5,0,20,2219
0.64,fit,0,9,0,16,2220
0.64,score,0,9,0,16,2221
0.84,score,0,4,0,21,2222
0.6,fit,0,10,0,15,2223
0.6,score,0,10,0,15,2224
0.68,fit,0,8,0,17,2225
0.68,score,0,8,0,17,2226
0.72,score,0,7,0,18,2227
0.8,score,0,5,0,20,2228
0.68,fit,0,8,0,17,2229
0.68,score,0,8,0,17,2230
0.64,fit,0,9,0,16,2231
0.64,score,0,9,0,16,2232
0.84,score,0,4,0,21,2233
0.76,score,0,6,0,19,2234
0.72,score,0,7,0,18,2235
0.84,score,0,4,0,21,2236
0.72,score,0,7,0,18,2237
0.8,score,0,5,0,20,2238
0.8,score,0,5,0,20,2239
0.72,score,0,7,0,18,2240
0.56,fit,0,11,0,14,2241
0.56,score,0,11,0,14,2242
0.72,score,1,7,0,17,2243
0.68,fit,0,8,0,17,2244
0.68,score,0,8,0,17,2245
0.72,score,0,7,0,18,2246
0.68,fit,0,8,0,17,2247
0.68,score,0,8,0,17,2248
0.68,fit,0,8,0,17,2249
0.68,score,0,8,0,17,2250
0.76,score,0,6,0,19,2251
0.68,fit,0,8,0,17,2252
0.68,score,0,8,0,17,2253
0.76,score,0,6,0,19,2254
0.72,score,0,7,0,18,2255
0.72,score,0,7,0,18,2256
0.8,score,0,5,0,20,2257
0.68,fit,1,8,0,16,2258
0.68,score,1,8,0,16,2259
0.8,score,0,5,0,20,2260
0.8,score,0,5,0,20,2261
0.68,fit,0,8,0,17,2262
0.68,score,0,8,0,17,2263
0.76,score,0,6,0,19,2264
0.68,fit,0,8,0,17,2265
0.68,score,0,8,0,17,2266
0.8,score,0,5,0,20,2267
0.72,score,0,7,0,18,2268
0.8,score,0,5,0,20,2269
0.8,score,0,5,0,20,2270
0.6,fit,0,10,0,15,2271
0.6,score,0,10,0,15,2272
0.88,score,0,3,0,22,2273
0.68,fit,0,8,0,17,2274
0.68,score,0,8,0,17,2275
0.76,score,1,6,0,18,2276
0.84,score,0,4,0,21,2277
0.6,fit,0,10,0,15,2278
0.6,score,0,10,0,15,2279
0.76,score,0,6,0,19,2280
0.72,score,0,7,0,18,2281
0.72,score,0,7,0,18,2282
0.8,score,0,5,0,20,2283
0.88,score,0,3,0,22,2284
0.8,score,1,5,0,19,2285
0.8,score,0,5,0,20,2286
0.84,score,2,4,0,19,2287
0.64,fit,0,9,0,16,2288
0.64,score,0,9,0,16,2289
0.76,score,0,6,0,19,2290
0.52,fit,0,12,0,13,2291
0.52,score,0,12,0,13,2292
0.76,score,0,6,0,19,2293
0.8,score,0,5,0,20,2294
0.68,fit,0,8,0,17,2295
0.68,score,0,8,0,17,2296
0.64,fit,0,9,0,16,2297
0.64,score,0,9,0,16,2298
0.84,score,0,4,0,21,2299
0.72,score,0,7,0,18,2300
0.84,score,0,4,0,21,2301
0.76,score,0,6,0,19,2302
0.72,score,1,7,0,17,2303
0.64,fit,0,9,0,16,2304
0.64,score,0,9,0,16,2305
0.76,score,0,6,0,19,2306
0.6,fit,0,10,0,15,2307
0.6,score,0,10,0,15,2308
0.84,score,0,4,0,21,2309
0.84,score,0,4,0,21,2310
0.76,score,0,6,0,19,2311
0.68,fit,0,8,0,17,2312
0.68,score,0,8,0,17,2313
0.68,fit,0,8,0,17,2314
0.68,score,0,8,0,17,2315
0.8,score,1,5,0,19,2316
0.84,score,0,4,0,21,2317
0.72,score,0,7,0,18,2318
0.76,score,0,6,0,19,2319
0.72,score,0,7,0,18,2320
